timestamp,source,label,count,bboxes
2025-09-10T22:34:35.390882,0,Single person detected,1,"[(413, 56, 76, 151)]"
2025-09-10T22:34:35.532312,0,No person detected,0,[]
2025-09-10T22:34:38.271075,0,Single person detected,1,"[(100, 15, 444, 465)]"
2025-09-10T22:34:38.803080,0,2 people detected,2,"[(140, 14, 422, 466), (152, 188, 116, 174)]"
2025-09-10T22:34:38.956927,0,Single person detected,1,"[(139, 11, 428, 469)]"
2025-09-10T22:34:40.524462,0,2 people detected,2,"[(118, 28, 434, 452), (154, 190, 112, 168)]"
2025-09-10T22:34:40.684700,0,Single person detected,1,"[(121, 16, 436, 464)]"
2025-09-10T22:34:47.080869,0,No person detected,0,[]
2025-09-10T22:34:49.016946,0,2 people detected,2,"[(122, 32, 424, 448), (119, 306, 160, 174)]"
2025-09-10T22:34:49.157436,0,Single person detected,1,"[(121, 17, 434, 463)]"
2025-09-10T22:34:51.415089,0,No person detected,0,[]
2025-09-10T22:34:51.715530,0,Single person detected,1,"[(248, 136, 99, 199)]"
2025-09-10T22:34:51.866889,0,No person detected,0,[]
2025-09-10T22:34:52.246201,0,Single person detected,1,"[(232, 114, 108, 217)]"
2025-09-10T22:34:52.401083,0,No person detected,0,[]
2025-09-10T22:34:52.700291,0,Single person detected,1,"[(371, 298, 67, 134)]"
2025-09-10T22:34:52.869958,0,No person detected,0,[]
2025-09-10T22:34:53.551624,0,Single person detected,1,"[(162, 54, 388, 426)]"
2025-09-10T22:34:56.728015,0,No person detected,0,[]
2025-09-10T22:34:57.001553,0,Single person detected,1,"[(140, 47, 408, 433)]"
2025-09-10T22:34:57.135588,0,No person detected,0,[]
2025-09-10T22:34:57.639337,0,Single person detected,1,"[(145, 42, 412, 438)]"
2025-09-10T22:34:57.921836,0,No person detected,0,[]
2025-09-10T22:35:03.845097,0,Single person detected,1,"[(155, 194, 106, 159)]"
2025-09-10T22:35:03.991090,0,No person detected,0,[]
2025-09-10T22:35:04.150848,0,Single person detected,1,"[(156, 194, 104, 156)]"
2025-09-10T22:35:04.306763,0,No person detected,0,[]
2025-09-10T22:35:04.459364,0,Single person detected,1,"[(155, 192, 108, 162)]"
2025-09-10T22:35:04.617093,0,No person detected,0,[]
2025-09-10T22:35:05.400352,0,Single person detected,1,"[(155, 193, 106, 159)]"
2025-09-10T22:35:06.069832,0,No person detected,0,[]
2025-09-10T22:35:06.232816,0,Single person detected,1,"[(155, 194, 106, 159)]"
2025-09-10T22:35:06.392817,0,No person detected,0,[]
2025-09-10T22:35:08.902492,0,Single person detected,1,"[(156, 82, 376, 398)]"
2025-09-10T22:35:09.411852,0,No person detected,0,[]
2025-09-10T22:35:10.604276,0,Single person detected,1,"[(75, 51, 410, 429)]"
