timestamp,source,label,count,bboxes
2025-09-09T22:58:54.233381,0,No face detected,0,[]
2025-09-09T22:58:54.302621,0,Single face detected,1,"[(233, 258, 147, 147)]"
2025-09-09T22:58:54.492582,0,No face detected,0,[]
2025-09-09T22:58:54.530583,0,Single face detected,1,"[(228, 254, 155, 155)]"
2025-09-09T22:58:54.570722,0,No face detected,0,[]
2025-09-09T22:58:54.614095,0,Single face detected,1,"[(231, 257, 152, 152)]"
2025-09-09T22:58:54.850939,0,No face detected,0,[]
2025-09-09T22:58:54.891957,0,Single face detected,1,"[(232, 254, 149, 149)]"
2025-09-09T22:58:55.346694,0,No face detected,0,[]
2025-09-09T22:58:55.412506,0,Single face detected,1,"[(231, 251, 147, 147)]"
2025-09-09T22:58:55.447696,0,No face detected,0,[]
2025-09-09T22:58:55.526515,0,Single face detected,1,"[(231, 256, 143, 143)]"
2025-09-09T22:58:55.563989,0,No face detected,0,[]
2025-09-09T22:58:55.596599,0,Single face detected,1,"[(232, 261, 140, 140)]"
2025-09-09T22:58:55.667268,0,No face detected,0,[]
2025-09-09T22:58:55.804104,0,Single face detected,1,"[(225, 246, 158, 158)]"
2025-09-09T22:58:55.869187,0,No face detected,0,[]
2025-09-09T22:58:55.900513,0,Single face detected,1,"[(223, 245, 160, 160)]"
2025-09-09T22:58:56.026008,0,No face detected,0,[]
2025-09-09T22:58:56.057997,0,Single face detected,1,"[(226, 247, 153, 153)]"
2025-09-09T22:58:56.370741,0,No face detected,0,[]
2025-09-09T22:58:56.406054,0,Single face detected,1,"[(240, 222, 162, 162)]"
2025-09-09T22:58:56.470742,0,No face detected,0,[]
2025-09-09T22:58:56.505330,0,Single face detected,1,"[(242, 222, 171, 171)]"
2025-09-09T22:58:57.173177,0,No face detected,0,[]
2025-09-09T22:58:59.221389,0,Single face detected,1,"[(190, 220, 156, 156)]"
2025-09-09T22:58:59.314000,0,No face detected,0,[]
2025-09-09T22:58:59.349099,0,Single face detected,1,"[(193, 220, 166, 166)]"
2025-09-09T22:58:59.438934,0,No face detected,0,[]
2025-09-09T22:58:59.522743,0,Single face detected,1,"[(208, 237, 150, 150)]"
2025-09-09T22:58:59.610387,0,No face detected,0,[]
2025-09-09T22:58:59.657270,0,Single face detected,1,"[(209, 236, 151, 151)]"
2025-09-09T22:58:59.741365,0,No face detected,0,[]
2025-09-09T22:58:59.894050,0,Single face detected,1,"[(203, 232, 162, 162)]"
2025-09-09T22:58:59.933373,0,No face detected,0,[]
2025-09-09T22:59:00.012185,0,Single face detected,1,"[(206, 240, 154, 154)]"
2025-09-09T22:59:01.175643,0,No face detected,0,[]
2025-09-09T22:59:01.644628,0,Single face detected,1,"[(117, 358, 108, 108)]"
2025-09-09T22:59:01.684132,0,No face detected,0,[]
2025-09-09T22:59:01.825499,0,Single face detected,1,"[(233, 223, 150, 150)]"
2025-09-09T22:59:02.191748,0,No face detected,0,[]
2025-09-09T22:59:04.263470,0,Single face detected,1,"[(182, 208, 184, 184)]"
2025-09-09T22:59:04.461566,0,No face detected,0,[]
2025-09-09T22:59:08.596365,0,Single face detected,1,"[(195, 252, 154, 154)]"
2025-09-09T22:59:08.631469,0,No face detected,0,[]
2025-09-09T22:59:09.812735,0,Single face detected,1,"[(202, 267, 135, 135)]"
2025-09-09T22:59:09.847966,0,No face detected,0,[]
2025-09-09T22:59:09.927157,0,Single face detected,1,"[(202, 265, 136, 136)]"
2025-09-09T22:59:09.969415,0,No face detected,0,[]
2025-09-09T22:59:10.061957,0,Single face detected,1,"[(200, 261, 145, 145)]"
2025-09-09T22:59:10.109515,0,No face detected,0,[]
2025-09-09T22:59:10.298784,0,Single face detected,1,"[(199, 260, 148, 148)]"
2025-09-09T22:59:10.337445,0,No face detected,0,[]
2025-09-09T22:59:10.682672,0,Single face detected,1,"[(200, 260, 148, 148)]"
2025-09-09T22:59:10.771758,0,No face detected,0,[]
2025-09-09T22:59:10.988379,0,Single face detected,1,"[(202, 264, 139, 139)]"
2025-09-09T22:59:11.048837,0,No face detected,0,[]
2025-09-09T22:59:11.078804,0,Single face detected,1,"[(206, 270, 130, 130)]"
2025-09-09T22:59:11.143340,0,No face detected,0,[]
2025-09-09T22:59:11.377052,0,Single face detected,1,"[(205, 268, 134, 134)]"
